Date,Adj Close,Close,High,Low,Open,Volume
2026-07-16,163.94000244140625,163.94000244140625,170.5,162.25999450683594,169.99000549316406,165163
2026-07-17,157.75999450683594,157.75999450683594,167.6999969482422,157.0,165.0,253205
2026-07-20,160.50999450683594,160.50999450683594,162.0,159.41000366210938,162.0,64158
2026-07-21,162.83999633789062,162.83999633789062,164.6999969482422,160.52000427246094,160.9199981689453,80778
2026-07-23,160.99000549316406,160.99000549316406,161.83999633789062,158.2100067138672,161.00999450683594,25039
2026-07-24,157.50999450683594,157.50999450683594,158.0,155.10000610351562,157.0,56559
2026-07-27,157.2100067138672,157.2100067138672,161.99000549316406,156.6999969482422,157.57000732421875,41734
2026-07-28,155.5,155.5,159.64999389648438,154.3000030517578,157.99000549316406,88073
2026-07-29,159.25999450683594,159.25999450683594,161.0,156.0,156.77999877929688,106807
2026-07-30,156.91000366210938,156.91000366210938,161.8800048828125,156.16000366210938,161.8800048828125,40128
2026-07-31,158.92999267578125,158.92999267578125,160.49000549316406,157.1300048828125,159.77999877929688,61824
2026-08-03,159.25,159.25,163.44000244140625,157.1699981689453,161.9499969482422,117095
2026-08-04,159.25999450683594,159.25999450683594,161.1999969482422,158.0,160.42999267578125,63897
2026-08-05,159.60000610351562,159.60000610351562,160.99000549316406,156.0500030517578,159.25999450683594,101793
2026-08-06,160.0500030517578,160.0500030517578,161.85000610351562,159.0,161.85000610351562,48782
2026-08-07,161.44000244140625,161.44000244140625,162.99000549316406,159.8000030517578,161.0,86577
2026-08-10,157.9600067138672,157.9600067138672,162.5800018310547,156.75999450683594,162.5800018310547,74842
2026-08-11,176.1300048828125,176.1300048828125,185.99000549316406,164.0,165.0,2174035
2026-08-12,176.8000030517578,176.8000030517578,185.14999389648438,172.25,178.97000122070312,673721
2026-08-13,166.63999938964844,166.63999938964844,175.89999389648438,165.39999389648438,175.8000030517578,326629
2026-08-14,,,168.6199951171875,163.2100067138672,167.9499969482422,165632
