Date,Adj Close,Close,High,Low,Open,Volume
2026-07-30,741.75,741.75,757.75,700.0,700.0,72703164
2026-07-31,776.1500244140625,776.1500244140625,815.9000244140625,725.0,735.0,27057625
2026-08-03,770.1500244140625,770.1500244140625,802.7000122070312,765.0,776.0,7110886
2026-08-04,769.4000244140625,769.4000244140625,779.7000122070312,750.5,773.0,3399506
2026-08-05,801.9500122070312,801.9500122070312,827.4000244140625,761.0499877929688,770.0,6330624
2026-08-06,878.75,878.75,882.0999755859375,804.0,809.0,9644015
2026-08-07,867.3499755859375,867.3499755859375,908.0,850.6500244140625,898.2000122070312,4341220
2026-08-10,830.0999755859375,830.0999755859375,872.5999755859375,821.2000122070312,871.3499755859375,1932140
2026-08-11,821.7999877929688,821.7999877929688,844.7000122070312,816.3499755859375,831.0,1846394
2026-08-12,823.6500244140625,823.6500244140625,837.9000244140625,808.5,821.7999877929688,1315318
2026-08-13,831.4000244140625,831.4000244140625,859.2999877929688,825.0,830.0,1684210
2026-08-14,849.3499755859375,849.3499755859375,852.3499755859375,815.2999877929688,835.0,1678600
