Date,Adj Close,Close,High,Low,Open,Volume
2026-04-20,382.25,382.25,394.0,368.5,372.0,115746
2026-04-21,398.5499877929688,398.5499877929688,402.7999877929688,388.6499938964844,388.6499938964844,68815
2026-04-22,394.8999938964844,394.8999938964844,405.9500122070313,391.1499938964844,404.0,47018
2026-04-23,397.3999938964844,397.3999938964844,402.0,383.6000061035156,392.7999877929688,95529
2026-04-24,395.2000122070313,395.2000122070313,404.0,390.0,400.6499938964844,160066
2026-04-27,399.5499877929688,399.5499877929688,404.8999938964844,390.0,404.8999938964844,138056
2026-04-28,394.2999877929688,394.2999877929688,399.8500061035156,383.6000061035156,397.3999938964844,112466
2026-04-29,392.5499877929688,392.5499877929688,403.0,390.1000061035156,400.0499877929688,99558
2026-04-30,397.1000061035156,397.1000061035156,399.9500122070313,390.5,396.5,56137
2026-05-04,394.75,394.75,405.7999877929688,389.0,405.7999877929688,44455
2026-05-05,390.1000061035156,390.1000061035156,396.7000122070313,388.0,393.1000061035156,26998
2026-05-06,388.9500122070313,388.9500122070313,399.0,386.0,394.0499877929688,98558
2026-05-07,392.3500061035156,392.3500061035156,396.7000122070313,389.2999877929688,396.7000122070313,27290
2026-05-08,396.5499877929688,396.5499877929688,410.9500122070313,388.7999877929688,394.0499877929688,83492
2026-05-11,394.9500122070313,394.9500122070313,401.0,392.8500061035156,400.8500061035156,29692
2026-05-12,380.75,380.75,398.1499938964844,364.0,396.8999938964844,26461
2026-05-13,375.9500122070313,375.9500122070313,391.0,353.70001220703125,391.0,88195
2026-05-14,386.25,386.25,391.1499938964844,366.7999877929688,371.0,75907
2026-05-15,384.8500061035156,384.8500061035156,394.2000122070313,383.0,383.0499877929688,229547
2026-05-18,380.5499877929688,380.5499877929688,390.0,375.1499938964844,389.8999938964844,191331
2026-05-19,379.7999877929688,379.7999877929688,386.0,375.2000122070313,386.0,107817
2026-05-20,382.6499938964844,382.6499938964844,389.3999938964844,374.4500122070313,379.9500122070313,122393
2026-05-21,380.4500122070313,380.4500122070313,385.8999938964844,379.0,379.0,137907
2026-05-22,372.7999877929688,372.7999877929688,386.75,366.1000061035156,384.7999877929688,150514
2026-05-25,363.0,363.0,375.0,361.0,374.2000122070313,159922
2026-05-26,356.04998779296875,356.04998779296875,367.5,351.70001220703125,363.4500122070313,139667
2026-05-27,353.1000061035156,353.1000061035156,357.79998779296875,350.75,355.95001220703125,109381
2026-05-29,348.95001220703125,348.95001220703125,356.79998779296875,348.0,356.6499938964844,315502
2026-06-01,351.75,351.75,358.0,339.95001220703125,353.25,97144
2026-06-02,364.8999938964844,364.8999938964844,367.2000122070313,350.04998779296875,352.0,146370
2026-06-03,358.95001220703125,358.95001220703125,369.7000122070313,354.3999938964844,366.75,170960
2026-06-04,359.8500061035156,359.8500061035156,366.1000061035156,357.25,358.8999938964844,86378
2026-06-05,362.75,362.75,365.5499877929688,359.20001220703125,359.8500061035156,107834
2026-06-08,376.7000122070313,376.7000122070313,389.7000122070313,355.29998779296875,360.0,205285
2026-06-09,373.9500122070313,373.9500122070313,382.0,362.9500122070313,381.5499877929688,90293
2026-06-10,375.7999877929688,375.7999877929688,389.7000122070313,371.5,375.7999877929688,126417
2026-06-11,371.4500122070313,371.4500122070313,376.6499938964844,367.1000061035156,376.0499877929688,74878
2026-06-12,378.5499877929688,378.5499877929688,381.2000122070313,368.8999938964844,374.8500061035156,165103
2026-06-15,390.4500122070313,390.4500122070313,400.0,376.7000122070313,379.8999938964844,121147
2026-06-16,391.8999938964844,391.8999938964844,396.9500122070313,385.7999877929688,390.9500122070313,53998
2026-06-17,399.3500061035156,399.3500061035156,413.1000061035156,391.5499877929688,393.5499877929688,155280
2026-06-18,403.1499938964844,403.1499938964844,409.0,397.0,402.7999877929688,160643
2026-06-19,398.7000122070313,398.7000122070313,405.4500122070313,396.1499938964844,403.1499938964844,150400
2026-06-22,398.7000122070313,398.7000122070313,405.5,397.0,405.5,124181
2026-06-23,392.8500061035156,392.8500061035156,403.5499877929688,388.0,399.0499877929688,128162
2026-06-24,394.2999877929688,394.2999877929688,400.5,391.8999938964844,392.0,133349
2026-06-25,385.6000061035156,385.6000061035156,429.8999938964844,383.3500061035156,391.6000061035156,652666
2026-06-29,374.0,374.0,390.3999938964844,370.0499877929688,387.5,117786
2026-06-30,381.75,381.75,388.25,375.7999877929688,376.7999877929688,113529
2026-07-01,377.4500122070313,377.4500122070313,386.9500122070313,375.5499877929688,384.5,114041
2026-07-02,390.25,390.25,394.3999938964844,365.8999938964844,377.0,240020
2026-07-03,396.25,396.25,398.0,390.1499938964844,390.1499938964844,142745
2026-07-06,403.7000122070313,403.7000122070313,408.0,392.0,392.0,209036
2026-07-07,403.9500122070313,403.9500122070313,409.0499877929688,400.1499938964844,409.0499877929688,179117
2026-07-08,392.8500061035156,392.8500061035156,408.4500122070313,391.1000061035156,404.0,123607
2026-07-09,395.1000061035156,395.1000061035156,399.8999938964844,392.2000122070313,393.1499938964844,98315
2026-07-10,399.2000122070313,399.2000122070313,403.0,397.0,403.0,212622
2026-07-13,399.3500061035156,399.3500061035156,406.0,398.0499877929688,400.2000122070313,208492
2026-07-14,397.6000061035156,397.6000061035156,402.0,391.7999877929688,395.1499938964844,192594
2026-07-15,398.25,398.25,410.0,392.2000122070313,398.7999877929688,240960
2026-07-16,402.0,402.0,406.9500122070313,400.0,400.0,215853
2026-07-17,399.2999877929688,399.2999877929688,402.7000122070313,390.0499877929688,390.0499877929688,245414
2026-07-20,399.7000122070313,399.7000122070313,402.1000061035156,396.0,396.0,287357
2026-07-21,394.3999938964844,394.3999938964844,403.1499938964844,393.0,396.0,281212
2026-07-22,396.8500061035156,396.8500061035156,400.9500122070313,394.0499877929688,397.6499938964844,228033
2026-07-23,396.75,396.75,400.0,392.0,393.1000061035156,143826
2026-07-24,399.25,399.25,402.8999938964844,392.3999938964844,402.8999938964844,180568
2026-07-27,429.6499938964844,429.6499938964844,434.0,396.2000122070313,400.0499877929688,991103
2026-07-28,471.2000122070313,471.2000122070313,478.2000122070313,431.0,431.0,875880
2026-07-29,486.0,486.0,498.0,479.3999938964844,481.8500061035156,1096959
2026-07-30,482.0,482.0,497.0,472.5499877929688,480.2000122070313,412362
2026-07-31,498.5499877929688,498.5499877929688,502.0,487.9500122070313,488.0,583994
2026-08-03,477.5,477.5,520.9500122070312,471.1000061035156,509.8999938964844,900303
2026-08-04,459.2999877929688,459.2999877929688,481.9500122070313,455.0,480.0,365581
2026-08-05,461.2999877929688,461.2999877929688,465.75,451.0,462.2999877929688,334872
2026-08-06,474.04998779296875,474.04998779296875,478.0,461.25,468.5,420087
2026-08-07,454.3999938964844,454.3999938964844,478.0,451.0,478.0,304113
2026-08-10,427.45001220703125,427.45001220703125,461.0,422.3999938964844,454.79998779296875,351292
2026-08-11,418.3500061035156,418.3500061035156,427.0,410.45001220703125,421.0,24326
2026-08-12,439.25,439.25,439.25,415.1000061035156,428.79998779296875,40938
2026-08-13,451.3999938964844,451.3999938964844,461.20001220703125,440.0,440.0,62655
2026-08-14,443.20001220703125,443.20001220703125,458.8999938964844,442.0,449.04998779296875,29616
