Date,Adj Close,Close,High,Low,Open,Volume
2008-01-25,79.38516235351562,82.30000305175781,82.30000305175781,82.30000305175781,82.30000305175781,5400
2008-01-28,95.30077362060547,98.80000305175781,98.80000305175781,98.80000305175781,98.80000305175781,1950
2008-01-29,114.3995132446289,118.5999984741211,118.5999984741211,118.5999984741211,118.5999984741211,1600
2008-01-30,137.30836486816406,142.35000610351562,142.35000610351562,142.35000610351562,142.35000610351562,2500
2008-01-31,164.79898071289062,170.85000610351562,170.85000610351562,170.85000610351562,170.85000610351562,1000
2008-02-01,197.7876739501953,205.0500030517578,205.0500030517578,205.0500030517578,205.0500030517578,1350
2008-02-04,237.38381958007812,246.10000610351562,246.10000610351562,246.10000610351562,246.10000610351562,525
2008-02-05,261.1607666015625,270.75,270.75,270.75,270.75,223
2008-02-06,287.30096435546875,297.8500061035156,297.8500061035156,297.8500061035156,297.8500061035156,3500
2008-02-07,316.0455322265625,327.6499938964844,327.6499938964844,327.6499938964844,327.6499938964844,900
2008-02-08,331.8646545410156,344.04998779296875,344.04998779296875,344.04998779296875,344.04998779296875,186485
2008-02-11,348.45550537109375,361.25,361.25,361.25,361.25,146
2008-02-12,365.91448974609375,379.3500061035156,379.3500061035156,379.3500061035156,379.3500061035156,18435
2008-02-13,384.2415466308594,398.3500061035156,398.3500061035156,398.3500061035156,398.3500061035156,48526
2008-02-14,403.48492431640625,418.29998779296875,418.29998779296875,418.29998779296875,418.29998779296875,450
2008-02-15,423.6929931640625,439.25,439.25,439.25,439.25,4850
2008-02-18,444.9137878417969,461.25,461.25,461.25,461.25,700
2008-02-19,467.1956481933594,484.3500061035156,484.3500061035156,484.3500061035156,484.3500061035156,675
2008-02-20,490.5867919921875,508.6000061035156,508.6000061035156,508.6000061035156,508.6000061035156,1126
2008-02-21,515.1354370117188,534.0499877929688,534.0499877929688,534.0499877929688,534.0499877929688,604
2008-02-22,540.8898315429688,560.75,560.75,560.0,560.0,320
2008-02-25,567.9462280273438,588.7999877929688,588.7999877929688,588.7999877929688,588.7999877929688,360
2008-02-26,596.353271484375,618.25,618.25,618.25,618.25,1310
2008-02-27,626.2070922851562,649.2000122070312,649.2000122070312,649.2000122070312,649.2000122070312,370
2008-02-28,657.55615234375,681.7000122070312,681.7000122070312,681.7000122070312,681.7000122070312,2110
2008-02-29,690.4483032226562,715.7999877929688,715.7999877929688,715.7999877929688,715.7999877929688,35
2008-03-03,724.9804077148438,751.5999755859375,751.5999755859375,751.5999755859375,751.5999755859375,3435
2008-03-04,761.2487182617188,789.2000122070312,789.2000122070312,789.2000122070312,789.2000122070312,20
2008-03-05,799.3497314453125,828.7000122070312,828.7000122070312,828.7000122070312,828.7000122070312,105
2008-03-07,839.3316650390625,870.1500244140625,870.1500244140625,870.1500244140625,870.1500244140625,2773
2008-03-10,881.3392333984375,913.7000122070312,913.7000122070312,913.7000122070312,913.7000122070312,3363
2008-03-11,925.4207763671875,959.4000244140625,959.4000244140625,868.0499877929688,959.4000244140625,6865
2008-03-12,971.7206420898438,1007.4000244140625,1007.4000244140625,1007.4000244140625,1007.4000244140625,81
2008-03-13,1020.3355712890625,1057.800048828125,1057.800048828125,958.0,1057.0,3735
2008-03-14,1071.36181640625,1110.699951171875,1110.699951171875,1110.699951171875,1110.699951171875,115
2008-03-17,1124.896484375,1166.199951171875,1166.199951171875,1159.949951171875,1164.949951171875,5762
2008-03-18,1181.179931640625,1224.550048828125,1224.550048828125,1167.199951171875,1167.199951171875,121
2008-03-19,1240.2606201171875,1285.800048828125,1285.800048828125,1170.0,1285.550048828125,6898
2008-03-24,1302.283203125,1350.0999755859375,1350.0999755859375,1350.050048828125,1350.050048828125,3962
2008-03-25,1367.440673828125,1417.6500244140625,1417.6500244140625,1345.0,1345.0,407
2008-03-26,1435.8297119140625,1488.550048828125,1488.550048828125,1417.0,1488.550048828125,1487
2008-03-27,1507.06396484375,1562.4000244140625,1562.4000244140625,1490.0,1562.3499755859375,3328
2008-03-28,1504.7491455078125,1560.0,1630.0,1482.550048828125,1483.0,1107
2008-03-31,1383.1151123046875,1433.9000244140625,1434.0,1433.9000244140625,1434.0,140
2008-04-01,1452.2757568359375,1505.5999755859375,1505.5999755859375,1362.199951171875,1362.199951171875,2336
2008-04-02,1456.5198974609375,1510.0,1555.0,1413.050048828125,1414.0,1646
2008-04-03,1529.345947265625,1585.5,1585.5,1434.5,1555.0,960
2008-04-04,1577.0926513671875,1635.0,1660.0,1510.0,1510.0,522
2008-04-07,1520.182373046875,1576.0,1721.0,1557.800048828125,1557.800048828125,241
2008-04-08,1542.3677978515625,1599.0,1638.0,1497.199951171875,1497.199951171875,90
2008-04-09,1442.0511474609375,1495.0,1636.0,1492.0,1601.0,510
2008-04-10,1409.25537109375,1461.0,1550.0,1451.0,1451.0,294
2008-04-11,1409.25537109375,1461.0,1475.0,1440.0,1460.0,218
2008-04-15,1480.5382080078125,1534.9000244140625,1534.9000244140625,1435.0,1527.0,415
2008-04-16,1546.033203125,1602.800048828125,1602.800048828125,1496.0,1496.0,419
2008-04-17,1619.5343017578125,1679.0,1682.949951171875,1650.0,1650.0,758
2008-04-21,1683.1968994140625,1745.0,1762.9000244140625,1657.0,1760.0,392
2008-04-22,1688.0196533203125,1750.0,1830.0,1665.0,1820.0,223
2008-04-23,1688.0196533203125,1750.0,1800.0,1750.0,1800.0,495
2008-04-24,1715.99267578125,1779.0,1779.0,1700.0,1760.0,147
2008-04-25,1736.2489013671875,1800.0,1800.0,1695.0,1760.0,69
