Initial Capital,Final Equity,Cash,Market Value Open Positions,Open Positions,Raw Candidate Trades,Filter Rejected Trades,Passed Filter,Closed Executed Trades,Open Executed Trades,Portfolio Rejected Trades
100000,342821.25500970427,0.0,342821.25500970427,10,7584,6322,1262,246,10,1006
