Total Trades,Winning Trades,Losing Trades,Win Rate (%),Average Return (%),Median Return (%),Max Return (%),Max Loss (%),Profit Factor,Average Holding Days
6967,2174,4788,31.2,11.42,-6.24,1915.49,-48.93,2.63,126.24
