Total Trades,Winning Trades,Losing Trades,Win Rate (%),Average Return (%),Median Return (%),Max Return (%),Max Loss (%),Profit Factor,Average Holding Days
11809,3961,7848,33.54,13.57,-5.72,1941.59,-56.08,2.97,134.71
